technique,testName,sec.avg
flakeflagger,tachyon.MasterFaultToleranceTest.getClientsTest,9.5242833193629
flakeflagger,tachyon.MasterFaultToleranceTest.faultTest,15.707638055323
flakeflagger,tachyon.client.table.RawTableTest.getIdTest,0.25150817644634
flakeflagger,tachyon.client.table.RawTableTest.rawtablePerfTest,0.77276734918236
flakeflagger,tachyon.client.table.RawTableTest.getColumnsTest,0.67482547753195
flakeflagger,tachyon.client.table.RawTableTest.getNameTest,0.12993060327058
flakeflagger,tachyon.client.table.RawTableTest.getPathTest,0.12409619348633
flakeflagger,tachyon.client.table.RawTableTest.getMetadataTest,0.1055749622097
flakeflagger,tachyon.client.table.RawTableTest.updateMetadataTest,0.11540937199395
flakeflagger,tachyon.io.WriterReaderTest.javaWriterUnsafeHeapReaderTest,0.0013094392286222
flakeflagger,tachyon.io.WriterReaderTest.UnsafeDirectWriterJavaReaderTest,0.001566480588683
flakeflagger,tachyon.io.WriterReaderTest.UnsafeHeapWriterJavaReaderTest,0.00098147678254257
flakeflagger,tachyon.io.WriterReaderTest.UnsafeDirectWriterUnsafeDirectReaderTest,0.00077962446079677
flakeflagger,tachyon.io.WriterReaderTest.UnsafeHeapWriterUnsafeHeapReaderTest,0.007271758436945
flakeflagger,tachyon.io.WriterReaderTest.javaWriterUnsafeDirectReaderTest,0.0025048211113931
flakeflagger,tachyon.io.WriterReaderTest.javaWriterJavaReaderTest,0.010232301446334
flakeflagger,tachyon.JournalTest.EmptyImageTest,0.10920127367186
flakeflagger,tachyon.JournalTest.FileTest,0.085233283056814
flakeflagger,tachyon.JournalTest.FolderTest,0.084169599463719
flakeflagger,tachyon.JournalTest.TableTest,0.085878330819507
flakeflagger,tachyon.JournalTest.ManyFileTest,0.086528238645886
flakeflagger,tachyon.JournalTest.FileFolderTest,0.13712384782973
flakeflagger,tachyon.JournalTest.RenameTest,0.14960365342718
flakeflagger,tachyon.JournalTest.DeleteTest,0.13906569465393
flakeflagger,tachyon.JournalTest.AddBlockTest,0.15167337020278
flakeflagger,tachyon.JournalTest.AddCheckpointTest,0.29937388972683
flakeflagger,tachyon.client.table.RawColumnTest.basicTest,0.48214972180071
flakeflagger,tachyon.client.TachyonFSTest.createFileWithInvalidPathExceptionTest,0.099391393120779
flakeflagger,tachyon.client.TachyonFSTest.createFileWithFileAlreadyExistExceptionTest,0.090014763624941
flakeflagger,tachyon.client.TachyonFSTest.createFileWithCheckpointFileTest,0.090195068321031
flakeflagger,tachyon.client.TachyonFSTest.createRawTableTestEmptyMetadata,0.087410554421235
flakeflagger,tachyon.client.TachyonFSTest.createRawTableTestWithMetadata,0.09586806973457
flakeflagger,tachyon.client.TachyonFSTest.createRawTableWithInvalidPathExceptionTest1,0.085529134600283
flakeflagger,tachyon.client.TachyonFSTest.createRawTableWithInvalidPathExceptionTest2,0.087475106015392
flakeflagger,tachyon.client.TachyonFSTest.createRawTableWithFileAlreadyExistExceptionTest,0.091197738338307
flakeflagger,tachyon.client.TachyonFSTest.createRawTableWithTableColumnExceptionTest1,0.11807083398775
flakeflagger,tachyon.client.TachyonFSTest.createRawTableWithTableColumnExceptionTest2,0.084065651013036
flakeflagger,tachyon.client.TachyonFSTest.createRawTableWithTableColumnExceptionTest3,0.08878938275483
flakeflagger,tachyon.client.TachyonFSTest.lockBlockTest1,0.1625596042092
flakeflagger,tachyon.client.TachyonFSTest.lockBlockTest2,0.17320119365478
flakeflagger,tachyon.client.TachyonFSTest.lockBlockTest3,0.19043615517512
